gene,compound,compound_code,cui,relationship,source,pubchem_cid,canonical_smiles,molecular_formula,molecular_weight,iupac_name,pubchem_status,CID,MolecularWeight,SMILES,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,property_status
NR1H2 gene,benactyzine,9330,PUBCHEM:9330 CUI,positively_regulated_by,LINCS,9330.0,,C20H25NO3,327.4,"2-(diethylamino)ethyl 2-hydroxy-2,2-diphenylacetate",found,9330.0,327.4,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,2.6,49.8,1.0,4.0,9.0,found
NR1H2 gene,diethylstilbestrol,448537,C0012203,negatively_correlated_with_chemical_or_drug,CMAP,448537.0,,C18H20O2,268.3,4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,found,448537.0,268.3,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,5.1,40.5,2.0,2.0,4.0,found
NR1H2 gene,diethylstilbestrol,448537,C0012203,inverse_negatively_correlated_with_chemical_or_drug,CMAP,448537.0,,C18H20O2,268.3,4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,found,448537.0,268.3,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,5.1,40.5,2.0,2.0,4.0,found
NR1H2 gene,erythromycin,12560,C0014806,negatively_correlated_with_chemical_or_drug,CMAP,12560.0,,C37H67NO13,733.9,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",found,12560.0,733.9,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,2.7,194.0,5.0,14.0,7.0,found
NR1H2 gene,erythromycin,12560,C0014806,inverse_negatively_correlated_with_chemical_or_drug,CMAP,12560.0,,C37H67NO13,733.9,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",found,12560.0,733.9,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,2.7,194.0,5.0,14.0,7.0,found
NR1H2 gene,pivampicillin,33478,C0032032,negatively_correlated_with_chemical_or_drug,CMAP,33478.0,,C22H29N3O6S,463.5,"2,2-dimethylpropanoyloxymethyl (2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",found,33478.0,463.5,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C,2.9,153.0,2.0,8.0,9.0,found
NR1H2 gene,pivampicillin,33478,C0032032,inverse_negatively_correlated_with_chemical_or_drug,CMAP,33478.0,,C22H29N3O6S,463.5,"2,2-dimethylpropanoyloxymethyl (2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",found,33478.0,463.5,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C,2.9,153.0,2.0,8.0,9.0,found
NR1H2 gene,prednisolone,5755,C0032950,negatively_correlated_with_chemical_or_drug,CMAP,5755.0,,C21H28O5,360.4,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",found,5755.0,360.4,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,1.6,94.8,3.0,5.0,2.0,found
NR1H2 gene,prednisolone,5755,C0032950,inverse_negatively_correlated_with_chemical_or_drug,CMAP,5755.0,,C21H28O5,360.4,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",found,5755.0,360.4,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,1.6,94.8,3.0,5.0,2.0,found
NR1H2 gene,prednisone,5865,C0032952,negatively_correlated_with_chemical_or_drug,CMAP,5865.0,,C21H26O5,358.4,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",found,5865.0,358.4,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,1.5,91.7,2.0,5.0,2.0,found
NR1H2 gene,prednisone,5865,C0032952,inverse_negatively_correlated_with_chemical_or_drug,CMAP,5865.0,,C21H26O5,358.4,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",found,5865.0,358.4,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,1.5,91.7,2.0,5.0,2.0,found
NR1H2 gene,spironolactone,5833,C0037982,negatively_correlated_with_chemical_or_drug,CMAP,5833.0,,C24H32O4S,416.6,"S-[(7R,8R,9S,10R,13S,14S,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate",found,5833.0,416.6,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,2.9,85.7,0.0,5.0,2.0,found
NR1H2 gene,spironolactone,5833,C0037982,inverse_negatively_correlated_with_chemical_or_drug,CMAP,5833.0,,C24H32O4S,416.6,"S-[(7R,8R,9S,10R,13S,14S,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate",found,5833.0,416.6,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,2.9,85.7,0.0,5.0,2.0,found
NR1H2 gene,tretinoin,444795,C0040845,negatively_correlated_with_chemical_or_drug,CMAP,444795.0,,C20H28O2,300.4,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",found,444795.0,300.4,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,6.3,37.3,1.0,2.0,5.0,found
NR1H2 gene,tretinoin,444795,C0040845,inverse_negatively_correlated_with_chemical_or_drug,CMAP,444795.0,,C20H28O2,300.4,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",found,444795.0,300.4,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,6.3,37.3,1.0,2.0,5.0,found
NR1H3 gene,"(R)-5-{4-[2-(Methyl-pyridin-2-yl-amino)-ethoxy]-benzyl}-thiazolidine-2,4-dione",10021239,C0289313,positively_correlated_with_chemical_or_drug,CMAP,,,,,,CID not found,,,,,,,,,
NR1H3 gene,"(R)-5-{4-[2-(Methyl-pyridin-2-yl-amino)-ethoxy]-benzyl}-thiazolidine-2,4-dione",10021239,C0289313,inverse_positively_correlated_with_chemical_or_drug,CMAP,,,,,,CID not found,,,,,,,,,
NR1H3 gene,"3-(dibenzo[b,e]oxepin-11(6H)-ylidene)-N,N-dimethylpropan-1-amine",667468,C0013085,negatively_correlated_with_chemical_or_drug,CMAP,3158.0,,C19H21NO,279.4,"3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine",found,3158.0,279.4,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,4.3,12.5,0.0,2.0,3.0,found
NR1H3 gene,"3-(dibenzo[b,e]oxepin-11(6H)-ylidene)-N,N-dimethylpropan-1-amine",667468,C0013085,inverse_negatively_correlated_with_chemical_or_drug,CMAP,3158.0,,C19H21NO,279.4,"3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine",found,3158.0,279.4,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,4.3,12.5,0.0,2.0,3.0,found
NR1H3 gene,4-Amino-1-(5-hydroxymethyl-tetrahydro-furan-2-yl)-1H-pyrimidin-2-one,24066,C0012132,negatively_correlated_with_chemical_or_drug,CMAP,24066.0,,C9H13N3O3,211.22,"4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",found,24066.0,211.22,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,-1.3,88.2,2.0,3.0,2.0,found
NR1H3 gene,4-Amino-1-(5-hydroxymethyl-tetrahydro-furan-2-yl)-1H-pyrimidin-2-one,24066,C0012132,inverse_negatively_correlated_with_chemical_or_drug,CMAP,24066.0,,C9H13N3O3,211.22,"4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",found,24066.0,211.22,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,-1.3,88.2,2.0,3.0,2.0,found
NR1H3 gene,4-Amino-N-(2-diethylamino-ethyl)-benzamide,4913,C0033216,negatively_correlated_with_chemical_or_drug,CMAP,4913.0,,C13H21N3O,235.33,4-amino-N-[2-(diethylamino)ethyl]benzamide,found,4913.0,235.33,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,0.9,58.4,2.0,3.0,6.0,found
NR1H3 gene,4-Amino-N-(2-diethylamino-ethyl)-benzamide,4913,C0033216,inverse_negatively_correlated_with_chemical_or_drug,CMAP,4913.0,,C13H21N3O,235.33,4-amino-N-[2-(diethylamino)ethyl]benzamide,found,4913.0,235.33,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,0.9,58.4,2.0,3.0,6.0,found
NR1H3 gene,"5-(4-Chloro-phenyl)-6-ethyl-pyrimidine-2,4-diamine",4993,C0034283,negatively_correlated_with_chemical_or_drug,CMAP,4993.0,,C12H13ClN4,248.71,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",found,4993.0,248.71,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,2.7,77.8,2.0,4.0,2.0,found
NR1H3 gene,"5-(4-Chloro-phenyl)-6-ethyl-pyrimidine-2,4-diamine",4993,C0034283,inverse_negatively_correlated_with_chemical_or_drug,CMAP,4993.0,,C12H13ClN4,248.71,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",found,4993.0,248.71,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,2.7,77.8,2.0,4.0,2.0,found
NR1H3 gene,Acetohexamide,1989,C0000992,negatively_correlated_with_chemical_or_drug,CMAP,1989.0,,C15H20N2O4S,324.4,1-(4-acetylphenyl)sulfonyl-3-cyclohexylurea,found,1989.0,324.4,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,2.4,101.0,2.0,4.0,4.0,found
NR1H3 gene,Acetohexamide,1989,C0000992,inverse_negatively_correlated_with_chemical_or_drug,CMAP,1989.0,,C15H20N2O4S,324.4,1-(4-acetylphenyl)sulfonyl-3-cyclohexylurea,found,1989.0,324.4,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,2.4,101.0,2.0,4.0,4.0,found
NR1H3 gene,Acyclovir,135398513,C0001367,negatively_correlated_with_chemical_or_drug,CMAP,135398513.0,,C8H11N5O3,225.2,2-amino-9-(2-hydroxyethoxymethyl)-1H-purin-6-one,found,135398513.0,225.20,C1=NC2=C(N1COCCO)N=C(NC2=O)N,-1.9,115.0,3.0,5.0,4.0,found
NR1H3 gene,Acyclovir,135398513,C0001367,inverse_negatively_correlated_with_chemical_or_drug,CMAP,135398513.0,,C8H11N5O3,225.2,2-amino-9-(2-hydroxyethoxymethyl)-1H-purin-6-one,found,135398513.0,225.20,C1=NC2=C(N1COCCO)N=C(NC2=O)N,-1.9,115.0,3.0,5.0,4.0,found
NR1H3 gene,Amphotericin B,5280965,C0002679,negatively_correlated_with_chemical_or_drug,CMAP,5280965.0,,C47H73NO17,924.1,"(1R,3S,5R,6R,9R,11R,15S,16R,17R,18S,19E,21E,23E,25E,27E,29E,31E,33R,35S,36R,37S)-33-[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,5,6,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,23,25,27,29,31-heptaene-36-carboxylic acid",found,5280965.0,924.1,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,0.0,320.0,12.0,18.0,3.0,found
NR1H3 gene,Amphotericin B,5280965,C0002679,inverse_negatively_correlated_with_chemical_or_drug,CMAP,5280965.0,,C47H73NO17,924.1,"(1R,3S,5R,6R,9R,11R,15S,16R,17R,18S,19E,21E,23E,25E,27E,29E,31E,33R,35S,36R,37S)-33-[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,5,6,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,23,25,27,29,31-heptaene-36-carboxylic acid",found,5280965.0,924.1,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,0.0,320.0,12.0,18.0,3.0,found
NR1H3 gene,Benzocaine,2337,C0005059,negatively_correlated_with_chemical_or_drug,CMAP,2337.0,,C9H11NO2,165.19,ethyl 4-aminobenzoate,found,2337.0,165.19,CCOC(=O)C1=CC=C(C=C1)N,1.9,52.3,1.0,3.0,3.0,found
NR1H3 gene,Benzocaine,2337,C0005059,inverse_negatively_correlated_with_chemical_or_drug,CMAP,2337.0,,C9H11NO2,165.19,ethyl 4-aminobenzoate,found,2337.0,165.19,CCOC(=O)C1=CC=C(C=C1)N,1.9,52.3,1.0,3.0,3.0,found
NR1H3 gene,Cinchocaine,3025,C0012050,negatively_correlated_with_chemical_or_drug,CMAP,3025.0,,C20H29N3O2,343.5,2-butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide,found,3025.0,343.5,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,4.4,54.5,1.0,4.0,10.0,found
NR1H3 gene,Cinchocaine,3025,C0012050,inverse_negatively_correlated_with_chemical_or_drug,CMAP,3025.0,,C20H29N3O2,343.5,2-butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide,found,3025.0,343.5,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,4.4,54.5,1.0,4.0,10.0,found
NR1H3 gene,Decitabine,451668,C0049065,negatively_correlated_with_chemical_or_drug,CMAP,451668.0,,C8H12N4O4,228.21,"4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one",found,451668.0,228.21,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,-1.2,121.0,3.0,4.0,2.0,found
NR1H3 gene,Decitabine,451668,C0049065,inverse_negatively_correlated_with_chemical_or_drug,CMAP,451668.0,,C8H12N4O4,228.21,"4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one",found,451668.0,228.21,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,-1.2,121.0,3.0,4.0,2.0,found
NR1H3 gene,Genistein,5280961,C0061202,positively_correlated_with_chemical_or_drug,CMAP,5280961.0,,C15H10O5,270.24,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one",found,5280961.0,270.24,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,2.7,87.0,3.0,5.0,1.0,found
NR1H3 gene,Genistein,5280961,C0061202,inverse_positively_correlated_with_chemical_or_drug,CMAP,5280961.0,,C15H10O5,270.24,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one",found,5280961.0,270.24,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,2.7,87.0,3.0,5.0,1.0,found
NR1H3 gene,Glipizide,3478,C0017642,negatively_correlated_with_chemical_or_drug,CMAP,3478.0,,C21H27N5O4S,445.5,N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methylpyrazine-2-carboxamide,found,3478.0,445.5,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1.9,139.0,3.0,6.0,7.0,found
NR1H3 gene,Glipizide,3478,C0017642,inverse_negatively_correlated_with_chemical_or_drug,CMAP,3478.0,,C21H27N5O4S,445.5,N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methylpyrazine-2-carboxamide,found,3478.0,445.5,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1.9,139.0,3.0,6.0,7.0,found
NR1H3 gene,Haloperidol,3559,C0018546,negatively_correlated_with_chemical_or_drug,CMAP,3559.0,,C21H23ClFNO2,375.9,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,found,3559.0,375.9,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3.2,40.5,1.0,4.0,6.0,found
NR1H3 gene,Haloperidol,3559,C0018546,inverse_negatively_correlated_with_chemical_or_drug,CMAP,3559.0,,C21H23ClFNO2,375.9,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,found,3559.0,375.9,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3.2,40.5,1.0,4.0,6.0,found
NR1H3 gene,Kanamycin,6032,C0022487,positively_correlated_with_chemical_or_drug,CMAP,6032.0,,C18H36N4O11,484.5,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",found,6032.0,484.5,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,-6.9,283.0,11.0,15.0,6.0,found
NR1H3 gene,Kanamycin,6032,C0022487,inverse_positively_correlated_with_chemical_or_drug,CMAP,6032.0,,C18H36N4O11,484.5,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",found,6032.0,484.5,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,-6.9,283.0,11.0,15.0,6.0,found
NR1H3 gene,Melatonin,896,C0025219,negatively_correlated_with_chemical_or_drug,CMAP,896.0,,C13H16N2O2,232.28,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,found,896.0,232.28,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,0.8,54.1,2.0,2.0,4.0,found
NR1H3 gene,Melatonin,896,C0025219,inverse_negatively_correlated_with_chemical_or_drug,CMAP,896.0,,C13H16N2O2,232.28,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,found,896.0,232.28,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,0.8,54.1,2.0,2.0,4.0,found
NR1H3 gene,Melperone,15387,PUBCHEM:15387 CUI,negatively_regulates,LINCS,15387.0,,C16H22FNO,263.35,1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one,found,15387.0,263.35,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,3.3,20.3,0.0,3.0,5.0,found
NR1H3 gene,Melperone,15387,PUBCHEM:15387 CUI,negatively_regulated_by,LINCS,15387.0,,C16H22FNO,263.35,1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one,found,15387.0,263.35,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,3.3,20.3,0.0,3.0,5.0,found
NR1H3 gene,Meropenem,441130,C0066005,negatively_correlated_with_chemical_or_drug,CMAP,441130.0,,C17H25N3O5S,383.5,"(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",found,441130.0,383.5,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,-2.4,135.0,3.0,7.0,5.0,found
NR1H3 gene,Meropenem,441130,C0066005,inverse_negatively_correlated_with_chemical_or_drug,CMAP,441130.0,,C17H25N3O5S,383.5,"(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",found,441130.0,383.5,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,-2.4,135.0,3.0,7.0,5.0,found
NR1H3 gene,Methotrexate,126941,C0025677,negatively_correlated_with_chemical_or_drug,CMAP,126941.0,,C20H22N8O5,454.4,"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",found,126941.0,454.4,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-1.8,211.0,5.0,12.0,9.0,found
NR1H3 gene,Methotrexate,126941,C0025677,inverse_negatively_correlated_with_chemical_or_drug,CMAP,126941.0,,C20H22N8O5,454.4,"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",found,126941.0,454.4,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-1.8,211.0,5.0,12.0,9.0,found
NR1H3 gene,Nortriptyline,4543,C0028420,negatively_correlated_with_chemical_or_drug,CMAP,4543.0,,C19H21N,263.4,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",found,4543.0,263.4,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,4.5,12.0,1.0,1.0,3.0,found
NR1H3 gene,Nortriptyline,4543,C0028420,inverse_negatively_correlated_with_chemical_or_drug,CMAP,4543.0,,C19H21N,263.4,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",found,4543.0,263.4,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,4.5,12.0,1.0,1.0,3.0,found
NR1H3 gene,Pioglitazone,4829,C0071097,negatively_correlated_with_chemical_or_drug,CMAP,4829.0,,C19H20N2O3S,356.4,"5-[[4-[2-(5-ethyl-2-pyridinyl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",found,4829.0,356.4,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,3.8,93.6,1.0,5.0,7.0,found
NR1H3 gene,Pioglitazone,4829,C0071097,inverse_negatively_correlated_with_chemical_or_drug,CMAP,4829.0,,C19H20N2O3S,356.4,"5-[[4-[2-(5-ethyl-2-pyridinyl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",found,4829.0,356.4,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,3.8,93.6,1.0,5.0,7.0,found
NR1H3 gene,Piperacillin,43672,C0031955,negatively_correlated_with_chemical_or_drug,CMAP,43672.0,,C23H27N5O7S,517.6,"(2S,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",found,43672.0,517.6,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,0.5,182.0,3.0,8.0,6.0,found
